reaction_id,article_id,entity,entity_type,asian_status,reaction,reaction_reason
reaction_1104,Article_493,AAPI Coalition Against Hate and Bias,ngo_or_advocacy_groups,Not applicable,Attending marches/rallies,"According to youth coordinators at AAPI Coalition Against Hate and Bias, that delayed action from city leadership was the catalyst for the youth-led ""We Are Not Silent"" rally which promises to launch a movement in King County."
reaction_1105,Article_493,Monroe Inclusion Collective,ngo_or_advocacy_groups,Not applicable,Support Asian Americans,"Duong and his Monroe, WA classmates founded and continue to direct the Monroe Inclusion Collective which works with their school board and local leadership to combat racism and bias."
reaction_1106,Article_493,Chosen 1 Family,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,"The youngest organizer, Debra Erden-emandakh, founded the Asian Student Union at her high school in Tahoma, WA as well as the non-profit Chosen 1 Family, according to an infographic on the AAPI Organizing Coalition Against Hate and Bias Facebook page."
reaction_1107,Article_493,AAPI Organizing Coalition Against Hate and Bias,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,"The youngest organizer, Debra Erden-emandakh, founded the Asian Student Union at her high school in Tahoma, WA as well as the non-profit Chosen 1 Family, according to an infographic on the AAPI Organizing Coalition Against Hate and Bias Facebook page."
reaction_1108,Article_493,Every Day March,ngo_or_advocacy_groups,Not applicable,Attending marches/rallies,"Organizers at Every Day March, often lead gratitude exercises before their morning protests."
reaction_1109,Article_493,Black Lives Matter,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_111,Article_6,Soon Chung Park,victims,Asian,Cannot be inferred,
reaction_1110,Article_493,Youtube,business_entities,Not applicable,Cannot be inferred,
reaction_1111,Article_493,Seattle Times,business_entities,Not applicable,Takes actions to stop AAPI hate,"King County will spend $5 million to support multicultural media and combat the rise in hate and bias, reports the Seattle Times."
reaction_1112,Article_494,Joe Biden,politicians,Non-Asian,Takes actions to stop AAPI hate,"On Tuesday the Biden administration announced the revival of the White House Initiative on Asian Americans and Pacific Islanders, new funding for Asian American survivors of domestic violence and sexual assault, and a renewed commitment to improve health outcomes for Pacific Islanders."
reaction_1113,Article_494,Donald Trump,politicians,Non-Asian,Cannot be inferred,
reaction_1114,Article_494,Unknown Attacker (subway),perpetrators,Cannot be inferred,Cannot be inferred,
reaction_1115,Article_494,Unknown Attacker (churchgoer),perpetrators,Cannot be inferred,Cannot be inferred,
reaction_1116,Article_494,Detroit Autoworkers,perpetrators,Non-Asian,Cannot be inferred,
reaction_1117,Article_494,Asian American Subway Victim,victims,Asian,Cannot be inferred,
reaction_1118,Article_494,Filipino American Churchgoer,victims,Asian,Cannot be inferred,
reaction_1119,Article_494,Vincent Chin,victims,Asian,Cannot be inferred,
reaction_112,Article_6,Hyun Jung Grant,victims,Asian,Cannot be inferred,
reaction_1120,Article_494,Chinese Americans (1871),victims,Asian,Cannot be inferred,
reaction_1121,Article_494,Chinese Americans (1885),victims,Asian,Cannot be inferred,
reaction_1122,Article_494,Japanese Americans (WWII),victims,Asian,Cannot be inferred,
reaction_1123,Article_494,Muslims and South Asians (9/11),victims,Asian,Cannot be inferred,
reaction_1124,Article_494,White House,government_bodies,Not applicable,Takes actions to stop AAPI hate,"On Tuesday the Biden administration announced the revival of the White House Initiative on Asian Americans and Pacific Islanders, new funding for Asian American survivors of domestic violence and sexual assault, and a renewed commitment to improve health outcomes for Pacific Islanders."
reaction_1125,Article_494,Biden administration,government_bodies,Not applicable,Takes actions to stop AAPI hate,"On Tuesday the Biden administration announced the revival of the White House Initiative on Asian Americans and Pacific Islanders, new funding for Asian American survivors of domestic violence and sexual assault, and a renewed commitment to improve health outcomes for Pacific Islanders."
reaction_1126,Article_494,Justice Department,government_bodies,Not applicable,Installing hotlines,"Importantly, the announcement includes improved Justice Department enforcement, data collection and transparency around hate crimes; information on the federal hate crimes website will now be provided in Chinese, Korean, Tagalog and Vietnamese."
reaction_1127,Article_494,AAPI Data,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_1128,Article_494,Survey Monkey,business_entities,Not applicable,Cannot be inferred,
reaction_1129,Article_495,Jim Kenney,politicians,Cannot be inferred,Cannot be inferred,
reaction_113,Article_6,Suncha Kim,victims,Asian,Cannot be inferred,
reaction_1130,Article_495,Mark Squilla,politicians,Cannot be inferred,Cannot be inferred,
reaction_1131,Article_495,Frank Rizzo,politicians,Cannot be inferred,Cannot be inferred,
reaction_1132,Article_495,Ala Stanford,professionals,Cannot be inferred,Cannot be inferred,
reaction_1133,Article_495,Unknown Attacker (Chinatown),perpetrators,Cannot be inferred,Cannot be inferred,
reaction_1134,Article_495,Asian Man (64-year-old),victims,Asian,Cannot be inferred,
reaction_1135,Article_495,Asian Woman (27-year-old),victims,Asian,Cannot be inferred,
reaction_1136,Article_495,Louis Campione,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_1137,Article_495,Philly Fighting COVID CEO,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_1138,Article_495,Kenney administration,government_bodies,Not applicable,Cannot be inferred,"THE Kenney administration turned Philadelphia into a national joke when it put a bunch of self-described college kids in charge of our first mass COVID-19 vaccination site. Councilmember Mark Squilla and some 50 Italian American groups have provided a new punchline by suing Mayor Jim Kenney's administration in federal court, accusing it of discriminating against his Italian American constituents and asking the court to declare Italian Americans a protected class. The truly pathetic thing about Squilla & Co.'s lawsuit is that Kenney and his administration do need to be held to account for a vaccine screw-up the partnership with Philly Fighting COVID and its huckster CEO, who not only had zero qualms botching the rollout of desperately needed vaccine, but also felt emboldened to mock and question Ala Stanford, a physician who founded and runs the Black Doctors COVID-19 Consortium, a nonprofit that offers testing and vaccination in underserved neighborhoods."
reaction_1139,Article_495,City of Philadelphia,government_bodies,Not applicable,Cannot be inferred,
reaction_114,Article_6,Yong Ae Yue,victims,Asian,Cannot be inferred,
reaction_1140,Article_495,Black Doctors COVID-19 Consortium,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_1141,Article_495,Italian American groups,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_1142,Article_495,Philly Fighting COVID,business_entities,Not applicable,Cannot be inferred,
reaction_1143,Article_496,Joe Biden,politicians,Non-Asian,Support Asian Americans,"""Too many Asian Americans have been... attacked, blamed, scapegoated and harassed,"" the President said. ""Hate and violence often hide in plain sight. And it's often met with silence. ""That's been true throughout our history, but that has to change - because our silence is complicity. ""We cannot be complicit. We have to speak out."""
reaction_1144,Article_496,Donald Trump,politicians,Non-Asian,Cannot be inferred,
reaction_1145,Article_496,John Sides,professionals,Cannot be inferred,Cannot be inferred,
reaction_1146,Article_496,Michael Tesler,professionals,Cannot be inferred,Cannot be inferred,
reaction_1147,Article_496,Lynn Vavreck,professionals,Cannot be inferred,Cannot be inferred,
reaction_1148,Article_496,Gloria Lim Steil,professionals,Asian,Cannot be inferred,
reaction_1149,Article_496,Juvian Rodriguez,perpetrators,Non-Asian,Cannot be inferred,Rodriguez was arrested.
reaction_115,Article_6,Xiaojie Tan,victims,Asian,Cannot be inferred,
reaction_1150,Article_496,Joseph Russo,perpetrators,Non-Asian,Cannot be inferred,"Also in New York City last week, police arrested Joseph Russo, 27, for three separate attacks against Asian Americans, including two women and a 77-year-old man."
reaction_1151,Article_496,Asian women victims,victims,Asian,Cannot be inferred,
reaction_1152,Article_496,Other shooting victims,victims,Cannot be inferred,Cannot be inferred,
reaction_1153,Article_496,Undercover police officer,victims,Asian,Cannot be inferred,
reaction_1154,Article_496,Asian American women,victims,Asian,Cannot be inferred,"Also in New York City last week, police arrested Joseph Russo, 27, for three separate attacks against Asian Americans, including two women and a 77-year-old man."
reaction_1155,Article_496,Asian elderly man,victims,Asian,Cannot be inferred,"Also in New York City last week, police arrested Joseph Russo, 27, for three separate attacks against Asian Americans, including two women and a 77-year-old man."
reaction_1156,Article_496,White voters,other_individuals,Non-Asian,Cannot be inferred,
reaction_1157,Article_496,Asian Americans,other_individuals,Asian,Support Asian Americans,"""Too many Asian Americans have been... attacked, blamed, scapegoated and harassed,"" the President said."
reaction_1158,Article_496,Americans,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_1159,Article_496,Volunteers,community_groups,Cannot be inferred,Increasing patrols,Volunteers are patrolling Chinatowns in California.
reaction_116,Article_6,Daoyou Feng,victims,Asian,Cannot be inferred,
reaction_1160,Article_496,Special police squads,law_enforcement_agencies,Not applicable,Launching a hate-crime task force,Special police squads have been formed in some places to curb attacks on Asians.
